ID,Name,Category,Rank,Traits,Override Buy Price,Override Sell Price,Override Count
acc_018_002,$acc_018_002,Accessory,1,,,,
acc_018_003,$acc_018_003,Accessory,1,,,,
acc_021_000,$acc_021_000,Accessory,1,,,,
acc_021_002,$acc_021_002,Accessory,1,,,,
acc_021_003,$acc_021_003,Accessory,1,,,,
acc_023_000,$acc_023_000,Accessory,1,,,,
acc_023_003,$acc_023_003,Accessory,1,,,,
acc_025_000,$acc_025_000,Accessory,1,,,,
acc_025_002,$acc_025_002,Accessory,1,,,,
acc_025_003,$acc_025_003,Accessory,1,,,,
acc_026_000,$acc_026_000,Accessory,1,,,,
acc_026_002,$acc_026_002,Accessory,1,,,,
acc_026_003,$acc_026_003,Accessory,1,,,,
acc_027_000,$acc_027_000,Accessory,1,,,,
acc_027_002,$acc_027_002,Accessory,1,,,,
acc_027_003,$acc_027_003,Accessory,1,,,,
acc_028_000,$acc_028_000,Accessory,1,,,,
acc_028_002,$acc_028_002,Accessory,1,,,,
acc_028_003,$acc_028_003,Accessory,1,,,,
acc_029_000,$acc_029_000,Accessory,1,,,,
acc_029_002,$acc_029_002,Accessory,1,,,,
acc_029_003,$acc_029_003,Accessory,1,,,,
acc_030_000,$acc_030_000,Accessory,1,,,,
acc_030_002,$acc_030_002,Accessory,1,,,,
acc_030_003,$acc_030_003,Accessory,1,,,,
acc_035_000,$acc_035_000,Accessory,1,,,,
acc_035_002,$acc_035_002,Accessory,1,,,,
acc_035_003,$acc_035_003,Accessory,1,,,,
acc_039_000,$acc_039_000,Accessory,1,,,,
acc_039_002,$acc_039_002,Accessory,1,,,,
acc_039_003,$acc_039_003,Accessory,1,,,,
acc_055_000,$acc_055_000,Accessory,1,,,,
acc_055_001,$acc_055_001,Accessory,1,,,,
acc_055_002,$acc_055_002,Accessory,1,,,,
acc_056_000,$acc_056_000,Accessory,1,,,,
acc_056_001,$acc_056_001,Accessory,1,,,,
acc_056_002,$acc_056_002,Accessory,1,,,,
acc_057_000,$acc_057_000,Accessory,1,,,,
acc_057_001,$acc_057_001,Accessory,1,,,,
acc_057_002,$acc_057_002,Accessory,1,,,,
acc_058_000,$acc_058_000,Accessory,1,,,,
acc_058_001,$acc_058_001,Accessory,1,,,,
acc_058_002,$acc_058_002,Accessory,1,,,,
acc_059_000,$acc_059_000,Accessory,1,,,,
acc_059_001,$acc_059_002,Accessory,1,,,,
acc_060_000,$acc_060_000,Accessory,1,,,,
acc_060_001,$acc_060_001,Accessory,1,,,,
acc_061_000,$acc_061_000,Accessory,1,,,,
acc_061_001,$acc_061_001,Accessory,1,,,,
acc_062_000,$acc_062_000,Accessory,1,,,,
acc_062_001,$acc_062_001,Accessory,1,,,,
acc_063_000,$acc_063_000,Accessory,1,,,,
acc_063_001,$acc_063_001,Accessory,1,,,,
acc_064_000,$acc_064_000,Accessory,1,,,,
acc_065_000,$acc_065_000,Accessory,1,,,,
acc_066_000,$acc_066_000,Accessory,1,,,,
acc_067_000,$acc_067_000,Accessory,1,,,,
acc_068_000,$acc_068_000,Accessory,1,,,,
acc_069_000,$acc_069_000,Accessory,1,,,,
acc_070_000,$acc_070_000,Accessory,1,,,,
acc_071_000,$acc_071_000,Accessory,1,,,,
acc_075_000,Stiltzkin's Diary,Accessory,1,DLC,,,
acc_075_001,Durable Stiltzkin's Diary,Accessory,1,DLC,,,
acc_076_000,Diva's Microphone,Accessory,1,DLC,,,
acc_076_001,Delicate Diva's Microphone,Accessory,1,DLC,,,
acc_077_000,Diva's Headphones,Accessory,1,DLC,,,
acc_077_001,Delicate Diva's Headphones,Accessory,1,DLC,,,
acc_078_000,Goddess's Bangle,Accessory,1,DLC,,,
acc_078_001,Delicate Goddess's Bangle,Accessory,1,DLC,,,
acc_079_000,Goddess's Earring,Accessory,1,DLC,,,
acc_079_001,Delicate Goddess's Earring,Accessory,1,DLC,,,
acc_080_000,$acc_080_000,Accessory,1,,,,
acc_080_001,$acc_080_001,Accessory,1,,,,
acc_081_000,$acc_081_000,Accessory,1,,,,
acc_081_001,$acc_081_001,Accessory,1,,,,
acc_082_000,$acc_082_000,Accessory,1,,,,
acc_083_000,$acc_083_000,Accessory,1,,,,
acc_084_000,$acc_084_000,Accessory,1,,,,
acc_084_001,$acc_084_001,Accessory,1,,,,
acc_085_000,$acc_085_000,Accessory,1,,,,
acc_086_000,$acc_086_000,Accessory,1,,,,
acc_087_000,$acc_087_000,Accessory,1,,,,
cc_gysahl,Gysahl Greens,Item,1,,,,
cs_chip_00,Casino Ticket,Item,1,Casino,,,
cs_chip_01,Gold Casino Ticket,Item,1,Casino,,,
cs_chip_02,Platinum Casino Ticket,Item,1,Casino,,,
cs_cond_00,Chocoboost,Item,1,Casino,,,
cs_cond_01,Chocobull,Item,1,Casino,,,
cs_race_00,Shuffle,Item,1,Casino,,,
cs_race_01,Shuffle (Common),Item,1,Casino,,,
cs_race_02,Shuffle (Graded),Item,1,Casino,,,
e003,$e003,Adornment,1,,,,
e004,$e004,Adornment,1,,,,
e010,$e010,Adornment,1,,,,
e011,$e011,Adornment,1,,,,
e013,$e013,Adornment,1,,,,
e014,$e014,Adornment,1,,,,
e015,$e015,Adornment,1,,,,
e016,$e016,Adornment,1,,,,
e019,$e019,Adornment,1,,,,
e023,$e023,Adornment,1,,,,
e024,$e024,Adornment,1,,,,
e026,$e026,Adornment,1,,,,
e027,$e027,Adornment,1,,,,
e030,$e030,Adornment,1,,,,
e031,$e031,Adornment,1,,,,
e032,$e032,Adornment,1,,,,
e033,$e033,Adornment,1,,,,
e034,$e034,Adornment,1,,,,
e037,$e037,Adornment,1,,,,
e038,$e038,Adornment,1,,,,
e039,$e039,Adornment,1,,,,
e041,$e041,Adornment,1,,,,
e042,$e042,Adornment,1,,,,
e043,$e043,Adornment,1,,,,
e044,$e044,Adornment,1,,,,
e046,$e046,Adornment,1,,,,
e047,$e047,Adornment,1,,,,
e048,$e048,Adornment,1,,,,
e049,$e049,Adornment,1,,,,
e050,$e050,Adornment,1,,,,
e051,$e051,Adornment,1,,,,
e052,$e052,Adornment,1,,,,
e053,$e053,Adornment,1,,,,
e060,$e060,Adornment,1,,,,
e061,$e061,Adornment,1,,,,
e062,$e062,Adornment,1,,,,
e065,$e065,Adornment,1,,,,
e066,$e066,Adornment,1,,,,
e067,$e067,Adornment,1,,,,
e068,$e068,Adornment,1,,,,
e069,$e069,Adornment,1,,,,
e070,$e070,Adornment,1,,,,
e072,$e072,Adornment,1,,,,
e073,$e073,Adornment,1,,,,
e074,$e074,Adornment,1,,,,
e078,$e078,Adornment,1,,,,
e079,$e079,Adornment,1,,,,
e080,$e080,Adornment,1,,,,
e081,$e081,Adornment,1,,,,
e083,$e083,Adornment,1,,,,
e090,$e090,Adornment,1,,,,
e091,$e091,Adornment,1,,,,
e092,$e092,Adornment,1,,,,
e093,$e093,Adornment,1,,,,
e094,$e094,Adornment,1,,,,
e096,$e096,Adornment,1,,,,
e097,$e097,Adornment,1,,,,
e098,$e098,Adornment,1,,,,
e103,$e103,Adornment,1,,,,
e107,$e107,Adornment,1,,,,
e108,$e108,Adornment,1,,,,
e109,$e109,Adornment,1,,,,
e110,$e110,Adornment,1,,,,
e111,$e111,Adornment,1,,,,
e112,$e112,Adornment,1,,,,
e113,$e113,Adornment,1,,,,
e200,$e200,Adornment,1,,,,
e201,$e201,Adornment,1,,,,
e202,$e202,Adornment,1,,,,
e203,$e203,Adornment,1,,,,
e204,$e204,Adornment,1,,,,
e205,$e205,Adornment,1,,,,
e206,$e206,Adornment,1,,,,
e207,$e207,Adornment,1,,,,
e208,$e208,Adornment,1,,,,
e209,$e209,Adornment,1,,,,
e210,$e210,Adornment,1,,,,
e211,$e211,Adornment,1,,,,
e212,$e212,Adornment,1,,,,
e213,$e213,Adornment,1,,,,
e214,$e214,Adornment,1,,,,
e215,$e215,Adornment,1,,,,
e216,$e216,Adornment,1,,,,
e217,$e217,Adornment,1,,,,
e218,$e218,Adornment,1,,,,
e219,$e219,Adornment,1,,,,
e220,$e220,Adornment,1,,,,
e221,$e221,Adornment,1,,,,
e222,$e222,Adornment,1,,,,
e223,$e223,Adornment,1,,,,
e224,$e224,Adornment,1,,,,
e226,$e226,Adornment,1,,,,
e227,$e227,Adornment,1,,,,
e228,$e228,Adornment,1,,,,
e229,$e229,Adornment,1,,,,
e230,$e230,Adornment,1,,,,
e231,$e231,Adornment,1,,,,
e232,$e232,Adornment,1,,,,
e233,$e233,Adornment,1,,,,
e234,$e234,Adornment,1,,,,
e235,$e235,Adornment,1,,,,
e236,$e236,Adornment,1,,,,
e237,$e237,Adornment,1,,,,
e238,$e238,Adornment,1,,,,
e239,$e239,Adornment,1,,,,
e240,$e240,Adornment,1,,,,
e241,$e241,Adornment,1,,,,
e242,$e242,Adornment,1,,,,
e243,$e243,Adornment,1,,,,
e244,$e244,Adornment,1,,,,
e245,$e245,Adornment,1,,,,
e246,$e246,Adornment,1,,,,
e247,$e247,Adornment,1,,,,
e248,$e248,Adornment,1,,,,
e251,$e251,Adornment,1,,,,
e252,$e252,Adornment,1,,,,
e253,$e253,Adornment,1,,,,
e254,$e254,Adornment,1,,,,
e255,$e255,Adornment,1,,,,
e256,$e256,Adornment,1,,,,
e257,$e257,Adornment,1,,,,
e258,$e258,Adornment,1,,,,
e259,$e259,Adornment,1,,,,
e260,$e260,Adornment,1,,,,
e261,$e261,Adornment,1,,,,
e262,$e262,Adornment,1,,,,
e263,$e263,Adornment,1,,,,
e264,$e264,Adornment,1,,,,
e265,$e265,Adornment,1,,,,
e266,$e266,Adornment,1,,,,
e267,$e267,Adornment,1,,,,
e268,$e268,Adornment,1,,,,
e269,$e269,Adornment,1,,,,
e270,$e270,Adornment,1,,,,
e271,$e271,Adornment,1,,,,
e272,$e272,Adornment,1,,,,
e273,$e273,Adornment,1,,,,
e274,$e274,Adornment,1,,,,
e275,$e275,Adornment,1,,,,
e278,$e278,Adornment,1,,,,
e279,$e279,Adornment,1,,,,
e280,$e280,Adornment,1,,,,
e281,$e281,Adornment,1,,,,
e282,$e282,Adornment,1,,,,
e283,$e283,Adornment,1,,,,
e284,$e284,Adornment,1,,,,
e285,$e285,Adornment,1,,,,
e286,$e286,Adornment,1,,,,
e287,$e287,Adornment,1,,,,
e288,$e288,Adornment,1,,,,
e289,$e289,Adornment,1,,,,
e290,$e290,Adornment,1,,,,
e291,$e291,Adornment,1,,,,
e292,$e292,Adornment,1,,,,
e293,$e293,Adornment,1,,,,
e294,$e294,Adornment,1,,,,
e295,$e295,Adornment,1,,,,
e296,$e296,Adornment,1,,,,
e297,$e297,Adornment,1,,,,
e298,$e298,Adornment,1,,,,
e301,$e001,Adornment,1,,,,
e302,$e002,Adornment,1,,,,
e303,$e005,Adornment,1,,,,
e304,$e006,Adornment,1,,,,
e305,$e007,Adornment,1,,,,
e306,$e008,Adornment,1,,,,
e307,$e009,Adornment,1,,,,
e308,$e017,Adornment,1,,,,
e309,$e018,Adornment,1,,,,
e310,$e020,Adornment,1,,,,
e311,$e021,Adornment,1,,,,
e312,$e022,Adornment,1,,,,
e313,$e025,Adornment,1,,,,
e314,$e028,Adornment,1,,,,
e315,$e029,Adornment,1,,,,
e316,$e035,Adornment,1,,,,
e317,$e036,Adornment,1,,,,
e318,$e040,Adornment,1,,,,
e319,$e045,Adornment,1,,,,
e320,$e054,Adornment,1,,,,
e321,$e055,Adornment,1,,,,
e322,$e056,Adornment,1,,,,
e323,$e057,Adornment,1,,,,
e324,$e058,Adornment,1,,,,
e326,$e063,Adornment,1,,,,
e327,$e064,Adornment,1,,,,
e328,$e071,Adornment,1,,,,
e329,$e075,Adornment,1,,,,
e330,$e076,Adornment,1,,,,
e331,$e077,Adornment,1,,,,
e332,$e082,Adornment,1,,,,
e333,$e084,Adornment,1,,,,
e334,$e085,Adornment,1,,,,
e335,$e086,Adornment,1,,,,
e336,$e087,Adornment,1,,,,
e338,$e095,Adornment,1,,,,
e339,$e099,Adornment,1,,,,
e340,$e100,Adornment,1,,,,
e341,$e101,Adornment,1,,,,
e342,$e102,Adornment,1,,,,
e343,$e104,Adornment,1,,,,
e344,$e105,Adornment,1,,,,
e345,$e106,Adornment,1,,,,
# Fragments (TODO: this is translation naming not item id, need to trakc down source of truth here.
#fgcm_aaea_n001,Academic Rank: Monster Professor,Fragment,1,,,,
#fgcm_aaea_n002,Stoic Virtue,Fragment,1,,,,
#fgcm_aaea_n003,Epicurean Song,Fragment,1,,,,
#fgcm_aaea_n004,Lyceum Knowledge,Fragment,1,,,,
#fgcm_aaea_n005,Academia Wisdom,Fragment,1,,,,
frg_cmn_acea012,Zenobia Fragment,Fragment,1,Fragment|Event,,,
frg_cmn_acfa001,Amethyst and Luvulite Fragment,Fragment,1,Fragment,,,
frg_cmn_acfa002,Paradox Scope,Fragment,1,Fragment,,,
frg_cmn_bjaa001,Atlas Fragment,Fragment,1,Fragment,,,
#fgcm_bjba_n001,Ruthenium Ring,Fragment,1,,,,
#fgcm_bjba_n002,Rhodium Ring,Fragment,1,,,,
#fgcm_bjba_n003,Adamantite Ring,Fragment,1,,,,
#fgcm_bjba_n004,Kalavinka Fragment,Fragment,1,,,,
#fgcm_bjda_n001,Platinum Ring,Fragment,1,,,,
#fgcm_bjda_n002,Mythril Ring,Fragment,1,,,,
frg_cmn_clza001,White Hole Gem,Fragment,1,Fragment,,,
#fgcm_csza_n001,Lucky Coin,Fragment,1,,,,
#fgcm_csza_n002,Priceless Gift,Fragment,1,,,,
#fgcm_csza_n003,Chocochick Down,Fragment,1,,,,
#fgcm_csza_n004,Chaos Crystal,Fragment,1,,,,
#fgcm_csza_n005,Setzer's Dice,Fragment,1,,,,
#fgcm_ddha_n001,Gogmagog Fragment Gamma,Fragment,1,,,,
#fgcm_ddha_n002,Ultima Brand,Fragment,1,,,,
#fgcm_ddha_n003,Omega Brand,Fragment,1,,,,
#fgcm_ddha_n004,Chaos Brand,Fragment,1,,,,
#fgcm_gdza_n001,Black Hole Gem,Fragment,1,,,,
#fgcm_gdza_n002,Long Gui Fragment,Fragment,1,,,,
frg_cmn_gdza003,Crimson Crystal,Fragment,1,Fragment|GDChoco,,,
frg_cmn_gdza004,Azure Crystal,Fragment,1,Fragment|GDChoco,,,
frg_cmn_gdza005,Forest Crystal,Fragment,1,Fragment|GDChoco,,,
frg_cmn_gdza006,Amber Crystal,Fragment,1,Fragment|GDChoco,,,
frg_cmn_gdza007,Violet Crystal,Fragment,1,Fragment|GDChoco,,,
#fgcm_gdza_n008,Fragment of Invincibility,Fragment,1,,,,
#fgcm_gdza_n009,Yomi Fragment,Fragment,1,,,,
frg_cmn_gtca001,Proto Fal'Cie Adam Fragment,Fragment,1,Fragment,,,
#fgcm_gtda_n001,Entropy Board,Fragment,1,,,,
frg_cmn_gvtn001,Graviton Core Alpha,Graviton,1,Graviton,,,
frg_cmn_gvtn002,Graviton Core Beta,Graviton,1,Graviton,,,
frg_cmn_gvtn003,Graviton Core Gamma,Graviton,1,Graviton,,,
frg_cmn_gvtn004,Graviton Core Delta,Graviton,1,Graviton,,,
frg_cmn_gvtn005,Graviton Core Epsilon,Graviton,1,Graviton,,,
frg_cmn_gvtn006,Graviton Core Zeta,Graviton,1,Graviton,,,
frg_cmn_gvtn007,Graviton Core Eta,Graviton,1,Graviton,,,
#fgcm_gwca_n001,Giant Egg,Fragment,1,,,,
frg_cmn_gyaa001,Pathos Jewel,Fragment,,Fragment,,,
#fgcm_gyaa_n002,Waltraute's Flower,Fragment,1,,,,
#fgcm_gyaa_n003,Aloeidai Fragment,Fragment,1,,,,
#fgcm_hmaa_n001,Gogmagog Fragment Alpha,Fragment,1,Fragment|Event,,,
#fgcm_hmaa_n002,Gogmagog Fragment Beta,Fragment,1,Fragment|Event,,,
#fgcm_hmha_n001,Hope's Message,Fragment,1,,,,
#fgcm_hmha_n002,Noel's Message,Fragment,1,,,,
#fgcm_hmha_n003,Serah's Message,Fragment,1,,,,
#fgcm_hmha_n004,Cartesian Board,Fragment,1,,,,
#fgcm_hmha_n005,Laplacian Board,Fragment,1,,,,
frg_cmn_hpaa001,Vanille's Fruit,Fragment,1,Fragment,,,
frg_cmn_hpaa002,Fang's Crown,Fragment,1,Fragment,,,
frg_cmn_pdxe001,Transcript: A Giant Mistake,Fragment,1,Fragment,,,
frg_cmn_pdxe002,Transcript: Vanille's Truth,Fragment,1,Fragment,,,
frg_cmn_pdxe003,Transcript: Mog's Marvelous Flan Plan,Fragment,1,Fragment,,,
frg_cmn_pdxe004,Transcript: Test Subjects,Fragment,1,Fragment,,,
frg_cmn_pdxe005,Transcript: The Future Is Hope,Fragment,1,,,,
frg_cmn_pdxe006,Transcript: Beneath a Timeless Sky,Fragment,1,Fragment,,,
frg_cmn_pdxe007,Transcript: Heir to Chaos,Fragment,1,Fragment,,,
frg_cmn_pdxe008,Transcript: Fate and Freedom,Fragment,1,Fragment,,,
frg_cmn_snda002,Mutantomato Fragment,Fragment,1,Fragment,,,
#fgcm_snda_n003,Extraordinary Egg,Fragment,1,,,,
frg_cmn_snea001,Lapis Lazuli,Fragment,1,Fragment,,,
frg_cmn_snea002,Heliodor Ore,Fragment,1,Fragment,,,
frg_cmn_snea003,Carnelian,Fragment,1,Fragment,,,
frg_cmn_snea004,Celestine,Fragment,1,Fragment,,,
frg_cmn_snea005,Cosmo Aura,Fragment,1,Fragment,,,
frg_cmn_snea006,Miniflan Fragment,Fragment,1,Fragment,,,
frg_cmn_spza001,Etro's Sorrow,Fragment,1,Fragment,,,
frg_cmn_spza002,Pulse's Resolution,Fragment,1,Fragment,,,
frg_cmn_spza003,Lindzei's Desire,Fragment,1,Fragment,,,
frg_cmn_spza004,Mwynn's Tenderness,Fragment,1,Fragment,,,
frg_cmn_spza005,Bhunivelze's Sleep,Fragment,1,Fragment,,,
frg_cmn_vpba001,Baxter's Last Light,Fragment,1,Fragment|Event,,,
#fgcm_vpba_n002,Ray's Last Light,Fragment,1,,,,
#fgcm_vpba_n003,Twilight Fragment Alpha,Fragment,1,,,,
#fgcm_vpba_n005,Sarge's Last Light,Fragment,1,,,,
frg_cmn_vpca001,Torreno's Last Light,Fragment,1,Fragment|Event,,,
#fgcm_vpca_n002,Blitz Squadron Mission Report,Fragment,1,,,,
#fgcm_vpca_n003,Twilight Fragment Beta,Fragment,1,,,,
#fgcm_vpca_n004,Falcon's Compass,Fragment,1,,,,
frg_cmn_vpca005,Falcon's Last Light,Fragment,1,Fragment,,,
#fgcm_vpca_n006,Thunder's Last Light,Fragment,1,,,,
#fgcm_vpca_n007,Father's Song,Fragment,1,,,,
#fgcm_vpca_n008,Words of Light,Fragment,1,,,,
#fgim_bjaa_n001,Vita Lyrica,Fragment,1,,,,
#fgim_bjaa_n002,Anima Miseria,Fragment,1,,,,
#fgim_bjaa_n003,Unio Mystica,Fragment,1,,,,
#fgim_bjaa_n004,Ars Symphonica,Fragment,1,,,,
#fgim_bjba_n001,Osmium Ring,Fragment,1,,,,
#fgim_bjba_n002,Palladium Ring,Fragment,1,,,,
#fgim_bjda_n001,Iridium Ring,Fragment,1,,,,
#fgim_gdza_n001,Woolly Stone,Fragment,1,,,,
#fgim_gtca_n001,Idea Circuit,Fragment,1,,,,
#fgim_gtca_n002,Enigma Codex,Fragment,1,,,,
#fgim_gtca_n003,Difference Engine,Fragment,1,,,,
#fgim_gyaa_n001,Misery's Bead,Fragment,1,,,,
#fgim_gyaa_n002,Innocence's Sacred Sphere,Fragment,1,,,,
frg_cmn_gyaa003,Amur's Sphere,Fragment,1,Fragment,,,
#fgim_gyaa_n004,Orb of Clotho,Fragment,1,,,,
#fgim_gyaa_n005,Mirror of Atropos,Fragment,1,,,,
#fgim_gyaa_n006,Sword of Lachesis,Fragment,1,,,,
frg_itm_gyaa007,Gerhilde's Blossom,Fragment,1,,,,
#fgim_gyaa_n008,Ortlinde's Bloom,Fragment,1,,,,
#fgim_gyaa_n009,Schwertleite's Flower,Fragment,1,,,,
#fgim_gyaa_n010,Helmwige's Nightshade,Fragment,1,,,,
#fgim_gyaa_n011,Siegrune's Spiritbloom,Fragment,1,,,,
#fgim_gyaa_n012,Rossweisse Skyblossom,Fragment,1,,,,
#fgim_hmaa_n001,Heart Prism,Fragment,1,,,,
#fgmn_bjaa_n001,Ghast Fragment,Fragment,1,,,,
#fgmn_gdza_n001,Goblin Fragment,Fragment,1,,,,
#fgmn_gdza_n003,Ochu Fragment,Fragment,1,,,,
#fgmn_gyaa_n001,Gorgyra Fragment,Fragment,1,,,,
#fgmn_gyaa_n002,Ugallu Fragment,Fragment,1,,,,
#fgmp_acea_n001,Travel Guide: Bresha Ruins,Fragment,1,,,,
#fgmp_acea_n002,Travel Guide: New Bodhum,Fragment,1,,,,
#fgmp_acea_n003,Travel Guide: Yaschas Massif,Fragment,1,,,,
#fgmp_acea_n004,Travel Guide: Oerba,Fragment,1,,,,
#fgmp_acea_n005,Travel Guide: Sunleth Waterscape,Fragment,1,,,,
#fgmp_acea_n006,Travel Guide: Academia,Fragment,1,,,,
#fgmp_acea_n007,Travel Guide: Augusta Tower,Fragment,1,,,,
#fgmp_acea_n008,Travel Guide: Vile Peaks,Fragment,1,,,,
#fgmp_acea_n009,Travel Guide: Archylte Steppe,Fragment,1,,,,
#fgmp_acea_n010,Travel Guide: A Dying World,Fragment,1,,,,
#fgmp_acea_n011,Academic Rank: Paradox Professor,Fragment,1,,,,
frg_pzl_bjaa001,Delicate Crystal,Fragment,1,,,,
#fgpz_bjda_n001,Control Device Password 2,Fragment,1,,,,
#fgpz_gwca_n001,Time's Stardust,Fragment,1,,,,
#fgpz_gwca_n002,Time's Shell,Fragment,1,,,,
# Mission so can't be included?
#frg_pzl_gwca003,Time's Coral,Fragment,1,Fragment,,,
#fgpz_gwca_n004,Spinning Moonstone,Fragment,1,,,,
#fgpz_gwca_n005,Sparkling Runestone,Fragment,1,,,,
#fgpz_gwca_n006,Astonishing Limestone,Fragment,1,,,,
#fgpz_gwca_n007,Thrilling Milestone,Fragment,1,,,,
#fgpz_gwca_n008,Lovely Starstone,Fragment,1,,,,
#fgpz_gwca_n009,Bubbly Stone,Fragment,1,,,,
#fgpz_gwca_n010,Scorching Firestone,Fragment,1,,,,
#fgpz_gwca_n011,Dewy Bloodstone,Fragment,1,,,,
#fgpz_gwca_n012,Mossy Rosetta Stone,Fragment,1,,,,
#fgpz_gwca_n013,Bittersweet Chiffon,Fragment,1,,,,
#fgpz_gwca_n014,Tremulous Muffin,Fragment,1,,,,
#fgpz_gwca_n015,Beloved Cinnamon,Fragment,1,,,,
#fgpz_gwca_n016,Selfish Pancake,Fragment,1,,,,
#fgpz_gwca_n017,Farewell Madeleine,Fragment,1,,,,
#fgpz_gwca_n018,Teatime Mont Blanc,Fragment,1,,,,
#fgpz_gwca_n019,Dishonest Mille-feuille,Fragment,1,,,,
#fgpz_gwca_n020,Pink Parfait,Fragment,1,,,,
#fgpz_gyaa_n001,Book of Avalon,Fragment,1,,,,
#fgpz_gyaa_n002,Book of Shambala,Fragment,1,,,,
#fgpz_gyaa_n003,Book of Valhalla,Fragment,1,,,,
#fgqz_aaea_n001,Quiz Rank: Private,Fragment,1,,,,
#fgqz_aaea_n002,Quiz Rank: Sergeant,Fragment,1,,,,
