In Game ID,Name,Type,Notes,LP Cost,Initial Characters,Contents 1,Contents 2,Contents 3,Contents 4,Contents 5,Contents 6,Contents 7,Contents 8
58,Bows 4,Weapon,Condensed,165,,Traitor's Bow,Yoichi Bow,Perseus Bow,Artemis Bow,,,,
59,Bows 5,Weapon,Condensed ultimate equipment,250,,Sagittarius,Dhanusha,,,,,,
60,Crossbows 1,Weapon,Condensed,30,,Bowgun,Crossbow,Paramina Crossbow,,,,,
61,Crossbows 2,Weapon,Condensed,85,,Recurve Crossbow,Hunting Crossbow,Penetrator Crossbow,,,,,
62,Crossbows 3,Weapon,,115,,Gastrophetes,Tula,,,,,,
63,Guns 1,Weapon,Condensed,55,Balthier,Altair,Capella,Vega,,,,,
64,Guns 2,Weapon,Condensed,90,,Sirius,Betelgeuse,Ras Algethi,,,,,
65,Guns 3,Weapon,Condensed,165,,Aldebaran,Spica,Antares,Arcturus,,,,
66,Guns 4,Weapon,Condensed ultimate equipment,250,,Fomalhaut,Mithuna,,,,,,
67,Axes & Hammers 1,Weapon,Condensed,35,,Handaxe,Iron Hammer,Broadaxe,,,,,
68,Axes & Hammers 2,Weapon,Condensed,70,,War Hammer,Slasher,Sledgehammer,Hammerhead,,,,
69,Axes & Hammers 3,Weapon,Condensed,105,,Francisca,Morning Star,Greataxe,Golden Axe,,,,
70,Axes & Hammers 4,Weapon,Condensed ultimate equipment,200,,Scorpion Tail,Vrscika,,,,,,
71,Daggers 1,Weapon,Condensed,25,Vaan|Penelo,Dagger,Mage Masher,Assassin's Dagger,,,,,
72,Daggers 2,Weapon,Condensed,60,,Chopper,Main Gauche,Gladius,,,,,
73,Daggers 3,Weapon,Condensed,140,,Avenger,Orichalcum Dirk,Platinum Dagger,Zwill Crossblade,,,,
74,Daggers 4,Weapon,,220,,Shikari Nagasa,Mina,,,,,,
75,Rods 1,Weapon,Condensed,25,,Rod,Serpent Rod,Healing Rod,,,,,
76,Rods 2,Weapon,Condensed,110,,Gaia Rod,Power Rod,Empyrean Rod,Holy Rod,,,,
77,Rods 3,Weapon,,130,,Rod of Faith,,,,,,,
78,Staves 1,Weapon,Condensed,20,,Oak Staff,Cherry Staff,Wizard's Staff,,,,,
79,Staves 2,Weapon,Condensed,75,,Flame Staff,Storm Staff,Glacial Staff,,,,,
80,Staves 3,Weapon,Condensed,95,,Golden Staff,Judicer's Staff,Cloud Staff,,,,,
81,Staves 4,Weapon,,115,,Staff of the Magi,,,,,,,
82,Maces 1,Weapon,Condensed,30,,Mace,Bronze Mace,,,,,,
83,Maces 2,Weapon,Condensed,50,,Bhuj,Miter,Thorned Mace,,,,,
84,Maces 3,Weapon,Condensed,90,,Chaos Mace,Doom Mace,Zeus Mace,,,,,
85,Maces 4,Weapon,,50,,Grand Mace,Bone of Byblos,,,,,,
86,Measures 1,Weapon,Condensed,50,,Gilt Measure,Arc Scale,,,,,,
87,Measures 2,Weapon,Condensed,90,,Multiscale,Cross Scale,Caliper,,,,,
88,Measures 3,Weapon,,100,,Euclid's Sextant,,,,,,,
89,Hand-bombs 1,Weapon,Condensed,65,,Hornito,Fumarole,Tumulus,Caldera,,,,
90,Hand-bombs 2,Weapon,Condensed ultimate equipment,150,,Volcano,Makara,,,,,,
91,Shields 1,Shield,Condensed,35,Basch|Ashe,Leather Shield,Buckler,Bronze Shield,Round Shield,,,,
92,Shields 2,Shield,Condensed with Shell Shield,50,,Golden Shield,Ice Shield,Shell Shield,Flame Shield,,,,
93,Shields 3,Shield,Condensed,70,,Diamond Shield,Platinum Shield,Dragon Shield,Crystal Shield,,,,
94,Shields 4,Shield,Condensed,115,,Kaiser Shield,Aegis Shield,Demon Shield,Venetian Shield,,,,
95,Shields 5,Shield,Condensed ultimate equipment,250,,Ensanguined Shield,Zodiac Escutcheon,,,,,,
96,Heavy Armor 1,Armor,Condensed,30,Basch|Ashe,Leather Helm,Bronze Helm,Sallet,Leather Armor,Bronze Armor,Scale Armor,,
97,Heavy Armor 2,Armor,Condensed,55,,Iron Helm,Barbut,Winged Helm,Golden Helm,Iron Armor,Linen Cuirass,Chainmail,Golden Armor
98,Heavy Armor 3,Armor,Condensed,90,,Burgonet,Close Helmet,Bone Helm,Diamond Helm,Shielded Armor,Demon Mail,Bone Mail,Diamond Armor
99,Heavy Armor 4,Armor,Condensed,135,,Steel Mask,Platinum Helm,Giant's Helmet,Dragon Helm,Mirror Mail,Platinum Armor,Carabineer Mail,Dragon Mail
100,Heavy Armor 5,Armor,Condensed ultimate equipment,110,,Magepower Shishak,Grand Helm,Maximillian,Grand Armor,,,,
101,Genji Armor,Armor,,190,,Genji Shield,Genji Helm,Genji Armor,Genji Gloves,,,,
102,Light Armor 1,Armor,Condensed,15,Vaan|Balthier|Fran,Leather Cap,Headgear,Headguard,Leather Clothing,Chromed Leathers,Leather Breastplate,,
103,Light Armor 2,Armor,Condensed,30,,Leather Headgear,Horned Hat,Balaclava,Soldier's Cap,Bronze Chestplate,Ringmail,Windbreaker,Heavy Coat
104,Light Armor 3,Armor,Condensed,55,,Green Beret,Red Cap,Headband,Pirate Hat,Survival Vest,Brigandine,Jujitsu Gi,Viking Coat
105,Light Armor 4,Armor,Condensed,90,,Goggle Mask,Adamant Hat,Officer's Hat,Chakra Band,Metal Jerkin,Adamant Vest,Barrel Coat,Power Vest
106,Light Armor 5,Armor,Condensed,135,,Thief's Cap,Gigas Hat,Chaperon,Crown of Laurels,Ninja Gear,Gigas Chestplate,Minerva Bustier,Rubber Suit
107,Light Armor 6,Armor,Condensed ultimate equipment,110,,Renewing Morion,Dueling Mask,Mirage Vest,Brave Suit,,,,
108,Mystic Armor 1,Armor,Condensed,15,Penelo,Cotton Cap,Magick Curch,Pointy Hat,Cotton Shirt,Light Woven Shirt,Silken Shirt,,
109,Mystic Armor 2,Armor,Condensed,30,,Topkapi Hat,Calot Hat,Wizard's Hat,Lambent Hat,Kilimweave Shirt,Shepherd's Bolero,Wizard's Robes,Chanter's Djellaba
110,Mystic Armor 3,Armor,Condensed,55,,Feathered Cap,Mage's Hat,Lamia's Tiara,Sorcerer's Hat,Traveler's Vestment,Mage's Habit,Enchanter's Habit,Sorcerer's Habit
111,Mystic Armor 4,Armor,Condensed,90,,Black Cowl,Astrakhan Hat,Gaia Hat,Hypnocrown,Black Garb,Carmagnole,Maduin Gear,Jade Gown
112,Mystic Armor 5,Armor,Condensed,135,,Gold Hairpin,Celebrant's Miter,Black Mask,White Mask,Gaia Gear,Cleric's Robes,Black Robes,White Robes
113,Mystic Armor 6,Armor,Condensed ultimate equipment,110,,Golden Skullcap,Circlet,Glimmering Robes,Lordly Robes,,,,
114,Accessories 1,Accessory,Condensed,40,Ashe,Orrachea Armlet,Bangle,Firefly,Diamond Armlet,,,,
115,Accessories 2,Accessory,Condensed,65,,Argyle Armlet,Battle Harness,Steel Gorget,Tourmaline Ring,,,,
116,Accessories 3,Accessory,Condensed,90,,Embroidered Tippet,Golden Amulet,Leather Gorget,Rose Corsage,Turtleshell Choker,,,
117,Accessories 4,Accessory,Condensed,120,,Thief's Cuffs,Gauntlets,Amber Armlet,Black Belt,Jade Collar,,,
118,Accessories 5,Accessory,Condensed,150,,Nishijin Belt,Pheasant Netsuke,Blazer Gloves,Gillie Boots,Steel Poleyns,,,
119,Accessories 6,Accessory,Condensed,185,,Berserker Bracers,Magick Gloves,Sage's Ring,Agate Ring,Ruby Ring,,,
120,Accessories 7,Accessory,Condensed,215,,Bowline Sash,Cameo Belt,Cat-ear Hood,Bubble Belt,Fuzzy Miter,,,
121,Accessories 8,Accessory,Condensed,240,,Sash,Power Armlet,Indigo Pendant,Winged Boots,Opal Ring,,,
122,Accessories 9,Accessory,Condensed,250,,Hermes Sandals,Quasimodo Boots,Nihopalaoa,Germinas Boots,Ring of Renewal,,,
123,Accessories 10,Accessory,,215,,Ribbon,,,,,,,
124,???,Unused,,,,,,,,,,,
125,???,Unused,,,,,,,,,,,
126,???,Unused,,,,,,,,,,,
127,???,Unused,,,,,,,,,,,
128,???,Unused,,,,,,,,,,,
129,???,Unused,,,,,,,,,,,
130,???,Unused,,,,,,,,,,,
131,???,Unused,,,,,,,,,,,
132,???,Unused,,,,,,,,,,,
133,???,Unused,,,,,,,,,,,
134,???,Unused,,,,,,,,,,,
135,???,Unused,,,,,,,,,,,
136,???,Unused,,,,,,,,,,,
137,???,Unused,,,,,,,,,,,
138,???,Unused,,,,,,,,,,,
139,???,Unused,,,,,,,,,,,
140,???,Unused,,,,,,,,,,,
141,???,Unused,,,,,,,,,,,
142,???,Unused,,,,,,,,,,,
143,???,Unused,,,,,,,,,,,
144,???,Unused,,,,,,,,,,,
145,???,Unused,,,,,,,,,,,
146,???,Unused,,,,,,,,,,,
147,???,Unused,,,,,,,,,,,
148,Warmage,Augment,,30,,Warmage,,,,,,,
149,Martyr,Augment,,30,,Martyr,,,,,,,
150,Inquisitor,Augment,,30,,Inquisitor,,,,,,,
151,Headsman,Augment,,30,,Headsman,,,,,,,
152,Adrenaline,Augment,,65,,Adrenaline,,,,,,,
153,Spellbreaker,Augment,,65,,Spellbreaker,,,,,,,
154,Focus,Augment,,70,,Focus,,,,,,,
155,Serenity,Augment,,70,,Serenity,,,,,,,
156,Last Stand,Augment,,70,,Last Stand,,,,,,,
157,Spellbound,Augment,,30,,Spellbound,,,,,,,
158,Brawler,Augment,,90,,Brawler,,,,,,,
159,Shield Block 1,Augment,Chance +5%,25,,Shield Block 1,,,,,,,
160,Shield Block 2,Augment,Chance +10%,120,,Shield Block 2,,,,,,,
161,Channeling 1,Augment,Cost -10%,30,,Channeling 1,,,,,,,
162,Channeling 2,Augment,Cost -20%,130,,Channeling 2,,,,,,,
163,Swiftness 1,Augment,Action Time -12%,30,,Swiftness 1,,,,,,,
164,Swiftness 2,Augment,Action Time -24%,130,,Swiftness 2,,,,,,,
165,Remedy Lore 1,Augment,Difficult to condense as the descriptions will overlap,20,,Remedy Lore 1,,,,,,,
166,Remedy Lore 2,Augment,Difficult to condense as the descriptions will overlap,30,,Remedy Lore 2,,,,,,,
167,Remedy Lore 3,Augment,Difficult to condense as the descriptions will overlap,70,,Remedy Lore 3,,,,,,,
168,Potion Lore 1,Augment,Potion +20%,20,,Potion Lore 1,,,,,,,
169,Potion Lore 2,Augment,Potion +70%,105,,Potion Lore 2,,,,,,,
170,Ether Lore 1,Augment,Ether +10%,20,,Ether Lore 1,,,,,,,
171,Ether Lore 2,Augment,Ether +50%,105,,Ether Lore 2,,,,,,,
172,Phoenix Lore 1,Augment,PD +10%,30,,Phoenix Lore 1,,,,,,,
173,Phoenix Lore 2,Augment,PD +20%,140,,Phoenix Lore 2,,,,,,,
174,Battle Lore 1,Augment,STR+4,80,,Battle Lore 1,,,,,,,
175,Battle Lore 2,Augment,STR+4,120,,Battle Lore 2,,,,,,,
176,Battle Lore 3,Augment,STR+4,180,,Battle Lore 3,,,,,,,
177,Battle Lore 4,Augment,STR+4,250,,Battle Lore 4,,,,,,,
178,Magick Lore 1,Augment,MAG+4,80,,Magick Lore 1,,,,,,,
179,Magick Lore 2,Augment,MAG+4,120,,Magick Lore 2,,,,,,,
180,Magick Lore 3,Augment,MAG+4,180,,Magick Lore 3,,,,,,,
181,Magick Lore 4,Augment,MAG+4,250,,Magick Lore 4,,,,,,,
182,HP Lore 1,Augment,HP +110,40,,HP Lore 1,,,,,,,
183,HP Lore 2,Augment,HP +275,80,,HP Lore 2,,,,,,,
184,HP Lore 3,Augment,HP +350,100,,HP Lore 3,,,,,,,
185,HP Lore 4,Augment,HP +500,180,,HP Lore 4,,,,,,,
186,HP Lore 5,Augment,HP +800,215,,HP Lore 5,,,,,,,
187,HP Lore 6,Augment,HP +1000,240,,HP Lore 6,,,,,,,
188,Gambit Slots 1,EssentialGambit,Condensed gambits to 2 licenses,50,,Gambit Slot 1,Gambit Slot 2,Gambit Slot 3,Gambit Slot 4,Gambit Slot 5,,,
189,Gambit Slots 2,EssentialGambit,Condensed gambits to 2 licenses,100,,Gambit Slot 6,Gambit Slot 7,Gambit Slot 8,Gambit Slot 9,Gambit Slot 10,,,
190,Steal,Technick,,20,Vaan|Balthier|Fran,Steal,,,,,,,
191,Libra,Technick,,25,Basch,Libra,,,,,,,
192,First Aid,Technick,,20,Balthier|Penelo,First Aid,,,,,,,
193,Poach,Technick,,30,,Poach,,,,,,,
194,Charge,Technick,,30,,Charge,,,,,,,
195,Horology,Technick,,50,,Horology,,,,,,,
196,Souleater,Technick,,35,,Souleater,,,,,,,
197,Traveler,Technick,,50,,Traveler,,,,,,,
198,Numerology,Technick,,40,,Numerology,,,,,,,
199,Shear,Technick,,50,,Shear,,,,,,,
200,Achilles,Technick,,40,,Achilles,,,,,,,
201,Gil Toss,Technick,,30,,Gil Toss,,,,,,,
202,Charm,Technick,,30,,Charm,,,,,,,
203,Sight Unseeing,Technick,,40,,Sight Unseeing,,,,,,,
204,Infuse,Technick,,30,,Infuse,,,,,,,
205,Addle,Technick,,50,,Addle,,,,,,,
206,Bonecrusher,Technick,,30,,Bonecrusher,,,,,,,
207,Shades of Black,Technick,,70,,Shades of Black,,,,,,,
208,Stamp,Technick,,40,,Stamp,,,,,,,
209,Expose,Technick,,50,,Expose,,,,,,,
210,Revive,Technick,,40,,Revive,,,,,,,
211,1000 Needles,Technick,,40,,1000 Needles,,,,,,,
212,Wither,Technick,,50,,Wither,,,,,,,
213,Telekinesis,Technick,,80,,Telekinesis,,,,,,,
214,???,Unused,,,,,,,,,,,
215,???,Unused,,,,,,,,,,,
216,???,Unused,,,,,,,,,,,
217,???,Unused,,,,,,,,,,,
218,???,Unused,,,,,,,,,,,
219,???,Unused,,,,,,,,,,,
220,???,Unused,,,,,,,,,,,
221,???,Unused,,,,,,,,,,,
222,???,Unused,,,,,,,,,,,
223,???,Unused,,,,,,,,,,,
224,???,Unused,,,,,,,,,,,
225,???,Unused,,,,,,,,,,,
226,???,Unused,,,,,,,,,,,
227,???,Unused,,,,,,,,,,,
228,???,Unused,,,,,,,,,,,
229,???,Unused,,,,,,,,,,,
230,???,Unused,,,,,,,,,,,
231,???,Unused,,,,,,,,,,,
232,???,Unused,,,,,,,,,,,
233,???,Unused,,,,,,,,,,,
234,???,Unused,,,,,,,,,,,
235,???,Unused,,,,,,,,,,,
236,???,Unused,,,,,,,,,,,
237,???,Unused,,,,,,,,,,,
238,???,Unused,,,,,,,,,,,
239,???,Unused,,,,,,,,,,,
240,???,Unused,,,,,,,,,,,
241,???,Unused,,,,,,,,,,,
242,???,Unused,,,,,,,,,,,
243,???,Unused,,,,,,,,,,,
244,???,Unused,,,,,,,,,,,
245,???,Unused,,,,,,,,,,,
246,???,Unused,,,,,,,,,,,
247,???,Unused,,,,,,,,,,,
248,???,Unused,,,,,,,,,,,
249,???,Unused,,,,,,,,,,,
250,Basic White Magick,Magick,Condensed,30,Fran|Ashe|Penelo,Cure,Blindna,Vox,Poisona,,,,
251,Basic Black Magick,Magick,Condensed,30,Fran|Vaan,Fire,Thunder,Blizzard,Blind,,,,
252,Umbral Magick 1,Magick,Low Level NSH Magick,50,,Dark,Oil,Drain,Immobilize,,,,
253,Umbral Magick 2,Magick,Med Level NSH Magick,75,,Darkra,Fira,Decoy,Break,,,,
254,Umbral Magick 3,Magick,High Level NSH Magick,100,,Darkga,Firaga,Syphon,Countdown,,,,
255,Umbral Magick 4,Magick,Ultimate Off NSH Magick,200,,Death,Ardor,Warp,,,,,
256,Umbral Magick 5,Magick,Ultimate Def NSH Magick,200,,Bubble,Reverse,,,,,,
257,Time Magick 1,Magick,Low Level Off AST Magick,50,,Slow,Immobilize,Bleed,Balance,,,,
258,Time Magick 2,Magick,Med Level Def AST Magick,75,,Haste,Reflect,Float,Vanish,,,,
259,Time Magick 3,Magick,Med Level Off AST Magick,75,,Stop,Disable,Gravity,Break,,,,
260,Time Magick 4,Magick,High Level Def AST Magick,100,,Berserk,Vanishga,Reflectga,,,,,
261,Time Magick 5,Magick,High Level Off AST Magick,100,,Slowga,Countdown,Warp,,,,,
262,Time Magick 6,Magick,Ultimate AST Magick,200,,Hastega,Graviga,,,,,,
263,White Magick 1,Magick,Low Level Defensive WHM Magick,50,,Protect,Shell,Dispel,,,,,
264,White Magick 2,Magick,Medium Restorative WHM Magick,75,,Cura,Raise,Stona,Curaga,,,,
265,White Magick 3,Magick,Medium Utility WHM Magick,75,,Cleanse,Esuna,Dispelga,,,,,
266,White Magick 4,Magick,High Level Restorative WHM Magick,150,,Curaja,Arise,Esunaga,,,,,
267,White Magick 5,Magick,High Level Defensive WHM Magick,150,,Protectga,Shellga,,,,,,
268,White Magick 6,Magick,Ultimate WHM Magick,200,,Renew,Holy,,,,,,
269,Green Magick 1,Magick,Low Level Party ENC Magick,50,,Protect,Shell,Haste,Float,Reflect,,,
270,Green Magick 2,Magick,Low Level Off ENC Magick,50,,Slow,Immobilize,Break,Bleed,,,,
271,Green Magick 3,Magick,Med Level Party ENC Magick,100,,Esuna,Decoy,Regen,Berserk,Vanish,,,
272,Green Magick 4,Magick,Med Level Off ENC Magick,75,,Dispel,Disable,Stop,Confuse,,,,
273,Green Magick 5,Magick,High Level Party ENC Magick,150,,Esunaga,Bravery,Faith,Reflectga,Vanishga,,,
274,Green Magick 6,Magick,High Level Off ENC Magick,125,,Dispelga,Syphon,Slowga,Blindga,,,,
275,Green Magick 7,Magick,Ultimate ENC Magick,300,,Protectga,Shellga,Bubble,Hastega,,,,
276,Primal Magick 1,Magick,Low Level SHM Magick,50,,Slow,Break,Bleed,Poison,,,,
277,Primal Magick 2,Magick,More Low Level SHM Magick,50,,Sleep,Silence,Confuse,,,,,
278,Primal Magick 3,Magick,Med Level SHM Magick,75,,Dispel,Immobilize,Disable,Stop,,,,
279,Primal Magick 4,Magick,High Level SHM Magick,100,,Sleepga,Silencega,Blindga,Oil,,,,
280,Primal Magick 5,Magick,More High Level SHM Magick,100,,Dispelga,Slowga,Toxify,,,,,
281,Mystic Magick 1,Magick,Low Level DBS Magick,50,,Dark,Cura,,,,,,
282,Mystic Magick 2,Magick,Med Level Light DBS Magick,75,,Curaga,Esuna,Raise,,,,,
283,Mystic Magick 3,Magick,Med Level Dark DBS Magick,75,,Darkra,Drain,,,,,,
284,Mystic Magick 4,Magick,High Level Light DBS Magick,100,,Curaja,Esunaga,Arise,,,,,
285,Mystic Magick 5,Magick,High Level Dark DBS Magick,100,,Darkga,Syphon,,,,,,
286,Mystic Magick 6,Magick,Ultimate DBS Magick,150,,Renew,Death,Holy,,,,,
287,Runic Magick 1,Magick,Med Level Damage SCS Magick,75,,Gravity,Balance,Bio,Shock,,,,
288,Runic Magick 2,Magick,Med Level Effect SCS Magick,75,,Bleed,Countdown,Drain,,,,,
289,Runic Magick 3,Magick,High Level Damage SCS Magick,100,,Graviga,Flare,,,,,,
290,Runic Magick 4,Magick,High Level Effect SCS Magick,100,,Warp,Death,Syphon,,,,,
291,Runic Magick 5,Magick,Ultimate SCS Magick,200,,Scourge,Scathe,,,,,,
292,Elemental Magick 1,Magick,Low Level ELE Magick,50,,Aqua,Aero,,,,,,
293,Elemental Magick 2,Magick,Med Level ELE Magick,75,,Fira,Blizzara,Thundara,Aeroga,,,,
294,Elemental Magick 3,Magick,High Level ELE Magick,100,,Firaga,Blizzaga,Thundaga,,,,,
295,Elemental Magick 4,Magick,Ultimate ELE Magick,125,,Ardor,,,,,,,
296,Pharmacology,Augment,Improves potency of recovery items like potions.,150,,Pharmacology,,,,,,,
297,Toxicology,Augment,Reverses the effects of recovery items when used.,250,,Toxicology,,,,,,,
298,Geomancy,Augment,Weather effects have no effect on attacks.,100,,Geomancy,,,,,,,
299,Saboteur,Augment,Bypass the enemy's vitality when casting magick.,250,,Saboteur,,,,,,,
300,LP Boost,Augment,Doubles License Points earned.,250,,LP Boost,,,,,,,
301,EXP Boost,Augment,Doubles EXP earned.,250,,EXP Boost,,,,,,,
302,Piercing Magick,Augment,Bypass Reflect when casting magick.,250,,Piercing Magick,,,,,,,
303,Spendthrift,Augment,"Enables casting of magicks with gil, rather than MP.",250,,Spendthrift,,,,,,,
304,Sentinel,Augment,Unaffected by knockback attacks.,100,,Sentinel,,,,,,,
305,Safety,Augment,"Protects from Instant Death, Warp, Bubble, and gravity damage.",200,,Safety,,,,,,,
306,Ignore Evasion,Augment,Bypass the enemy's evasion when attacking.,250,,Ignore Evasion,,,,,,,
307,Alert,Augment,Increases evasion by 25 if evasion is greater than 0.,250,,Alert,,,,,,,
308,Counter,Augment,Counter attack occasionally.,150,,Counter,,,,,,,
309,Improved Counter,Augment,Counter attack at a more signficant rate.,250,,Improved Counter,,,,,,,
310,Trigger Happy,Augment,Improves chance to score multiple hits.,250,,Trigger Happy,,,,,,,
311,Master Thief,Augment,Enables the theft of superior and rare items.,200,,Master Thief,,,,,,,
312,Invisible,Augment,Invisible to enemies who detect sound and magick.,100,,Invisible,,,,,,,
313,Awareness,Augment,Move safely past traps.,250,,Awareness,,,,,,,
314,Magick Deprived,Augment,Reduces MP to 0.,10,,Magick Deprived,,,,,,,
315,Soulbind,Augment,Enemy receives 5% of damage dealt to user.,150,,Soulbind,,,,,,,
316,???,Unused,,,,,,,,,,,
317,???,Unused,,,,,,,,,,,
318,???,Unused,,,,,,,,,,,
319,???,Unused,,,,,,,,,,,
320,???,Unused,,,,,,,,,,,
321,???,Unused,,,,,,,,,,,
322,???,Unused,,,,,,,,,,,
323,???,Unused,,,,,,,,,,,
324,???,Unused,,,,,,,,,,,
325,???,Unused,,,,,,,,,,,
326,???,Unused,,,,,,,,,,,
327,???,Unused,,,,,,,,,,,
328,???,Unused,,,,,,,,,,,
329,???,Unused,,,,,,,,,,,
330,???,Unused,,,,,,,,,,,
331,???,Unused,,,,,,,,,,,
332,???,Unused,,,,,,,,,,,
333,???,Unused,,,,,,,,,,,
334,???,Unused,,,,,,,,,,,
335,???,Unused,,,,,,,,,,,
336,???,Unused,,,,,,,,,,,
337,???,Unused,,,,,,,,,,,
338,???,Unused,,,,,,,,,,,
339,???,Unused,,,,,,,,,,,
340,???,Unused,,,,,,,,,,,
341,???,Unused,,,,,,,,,,,
342,???,Unused,,,,,,,,,,,
343,???,Unused,,,,,,,,,,,
344,???,Unused,,,,,,,,,,,
345,???,Unused,,,,,,,,,,,
346,???,Unused,,,,,,,,,,,
347,???,Unused,,,,,,,,,,,
348,???,Unused,,,,,,,,,,,
349,???,Unused,,,,,,,,,,,
350,???,Unused,,,,,,,,,,,
351,???,Unused,,,,,,,,,,,
352,???,Unused,,,,,,,,,,,
353,???,Unused,,,,,,,,,,,
354,???,Unused,,,,,,,,,,,
355,???,Unused,,,,,,,,,,,
356,???,Unused,,,,,,,,,,,
357,???,Unused,,,,,,,,,,,
358,???,Unused,,,,,,,,,,,
359,???,Unused,,,,,,,,,,,
360,Second Board,SecondBoard,Cannot be changed,200,,,,,,,,,
