tre_key_dkye2,Dead Dunes,Giant's Sandbox Pilgrim's Crux,Pilgrim,,0
tre_key_dkye3,Dead Dunes,Maze Sacred Grove Pilgrim's Crux,Pilgrim,,0
tre_key_dkye4,Dead Dunes,Maze Sacred Grove Pilgrim's Crux,Pilgrim,,0
tre_key_dkye5,Dead Dunes,Maze Golden Chamber (Upper) Pilgrim's Crux,Pilgrim,,0
tre_key_dkye6,Dead Dunes,Maze Sacred Grove Pilgrim's Crux,Pilgrim,,0
tre_key_dkye7,Dead Dunes,Maze Golden Chamber (Upper) Pilgrim's Crux,Pilgrim,,0
tre_key_dkye8,Dead Dunes,Maze Sacred Grove Pilgrim's Crux,Pilgrim,,0
tre_key_dkye9,Dead Dunes,Maze Golden Chamber (Lower) Pilgrim's Crux,Pilgrim,,0
tre_key_lupe,Dead Dunes,Atomos's Sands Loupe,SideKey,,0
tre_qst_041,Dead Dunes,The Life of a Machine Quest,Missable|Quest,,1
tre_qst_041_2,Dead Dunes,The Life of a Machine Quest,Missable|Quest,,1
tre_qst_042,Dead Dunes,Old Rivals Quest,Quest,I(key_d_keisan|1),2
tre_qst_042_2,Dead Dunes,Old Rivals Quest,Quest,I(key_d_keisan|1),2
tre_qst_044,Dead Dunes,His Wife's Dream Quest,Quest,I(key_d_keisan|1),2
tre_qst_044_2,Dead Dunes,His Wife's Dream Quest,Quest,I(key_d_keisan|1),2
tre_qst_045,Dead Dunes,Tool of the Trade Quest,Quest,I(key_d_lupe|1),1
tre_qst_045_2,Dead Dunes,Tool of the Trade Quest,Quest,I(key_d_lupe|1),1
tre_qst_046,Dead Dunes,Adonis's Audition Quest,Quest,,1
tre_qst_046_2,Dead Dunes,Adonis's Audition Quest,Quest,,1
tre_qst_047,Dead Dunes,What Rough Beast Slouches Quest,Quest,I(key_d_niku|1),3
tre_qst_047_2,Dead Dunes,What Rough Beast Slouches Quest,Quest,I(key_d_niku|1),3
tre_qst_048,Dead Dunes,Skeletons In The Closet Quest,Quest,I(key_d_sekiban|1),6
tre_qst_048_2,Dead Dunes,Skeletons In The Closet Quest,Quest,I(key_d_sekiban|1),6
tre_qst_049,Dead Dunes,Last One Standing Quest,Missable|Quest,,10
tre_qst_049_2,Dead Dunes,Last One Standing Quest,Missable|Quest,,10
tre_qst_049_3,Dead Dunes,Last One Standing Quest,Missable|Quest,,10
tre_libra_m375,Dead Dunes,What Rough Beast Slouches Libra Notes,,,3
tre_acc_a_9060,Dead Dunes,Dead Dunes Boss Drop,Battle,AND(I(key_d_sekiban|3)|I(key_d_base|1)|I(key_d_top|1)|I(key_d_wing|1)),7
tre_acc_a_9200,Dead Dunes,Aeronite Missable Drop,Missable,,8
tre_box_b_000,Luxerion,Cathedral Proof Of Courage,CoPKey,,0
tre_box_b_001,Luxerion,Pilgrim's Passage Violet Amulet Treasure,CoPKey,,0
tre_box_l_000,Luxerion,North Station Plaza Treasure,,,0
tre_box_l_001,Luxerion,The Avenue Treasure,,,0
tre_box_l_002,Luxerion,Gallery Steps Treasure,,,0
tre_box_l_003,Luxerion,2nd Ave Treasure,,,0
tre_box_l_004,Luxerion,Pilgrim's Passage (Grassy) Treasure,,,0
tre_box_l_005,Luxerion,Old Theater Platform Treasure,,,0
tre_box_l_006,Luxerion,The Warren Mangled Hill Treasure,,,1
tre_box_l_009,Luxerion,South Station (Supply Sphere) Treasure,,I(key_kyu_pass|1),2
tre_box_l_010,Luxerion,Warehouse District (Supply Sphere) Treasure,,I(key_kyu_pass|1),2
tre_box_l_011,Luxerion,Residences (Supply Sphere) Treasure,,I(key_kyu_pass|1),2
tre_box_l_012,Luxerion,Forsaken Graveyard Treasure,,,1
tre_box_l_013,Luxerion,Den Of Shadows Treasure,,,1
tre_box_l_014,Luxerion,Luxerion After 1st Phone,,,0
tre_box_l_015,Luxerion,Den Of Shadows Treasure,,,1
tre_box_l_016,Luxerion,Luxerion After 1st Phone,,,0
tre_box_l_017,Luxerion,Luxerion After 1st Phone,,,0
tre_box_l_019,Luxerion,Luxerion Marketplace Treasure,,,0
tre_box_l_020,Luxerion,Forsaken Graveyard Treasure,,,1
tre_key_l_ball,Luxerion,1st Ave Rubber Ball,SideKey,,2
tre_key_l_kb_g,Luxerion,Marketplace Doll,SideKey,,0
tre_key_l_kb_r,Luxerion,North Station Plaza Doll,SideKey,,0
tre_key_l_kino,Luxerion,Warehouse District Thunderclap Cap,SideKey,,0
tre_key_l_kish,Luxerion,Luxerion Proof of Legendary Title,CoPKey,,1
tre_key_l_hana,Luxerion,Luxerion Ghost Phantom Rose,SideKey,,2
tre_key_l_pen,Luxerion,Luxerion Marketplace Pen,SideKey,,0
trd_soulcd,Luxerion,Baird Seedhunter Membership Card,Trade|MainKey,,2
tre_kyu_pass,Luxerion,Virgil Supply Sphere Password,SideKey,,1
trd_niku,Luxerion,Buy Shaolong Gui Shell,Trade|SideKey,,0
trd_ninjin,Luxerion,Buy Mandragora Root,Trade|SideKey,,0
tre_key_l_bt_sp,Luxerion,Chocobo Emporium Spectral Elixir,Trade|SideKey,AND(I(key_j_kino|1)|I(key_niku|1)|I(key_ninjin|1)),4
tre_qst_001,Luxerion,The Things She Lost Quest,Quest,OR(I(key_kb_g|1)|I(key_kb_r|1)),2
tre_qst_001_2,Luxerion,The Things She Lost Quest,Quest,OR(I(key_kb_g|1)|I(key_kb_r|1)),2
tre_qst_002,Luxerion,"Where Are You, Holmes? Quest",Missable|Quest,,0
tre_qst_002_2,Luxerion,"Where Are You, Holmes? Quest",Missable|Quest,,0
tre_qst_002_3,Luxerion,"Where Are You, Holmes? Quest",Missable|Quest,,0
tre_qst_003,Luxerion,Like Clockwork Quest,Quest,,1
tre_qst_003_2,Luxerion,Like Clockwork Quest,Quest,,1
tre_qst_004,Luxerion,Dying Wish Quest,Quest,I(key_sp_bt|1),2
tre_qst_004_2,Luxerion,Dying Wish Quest,Quest,I(key_sp_bt|1),2
tre_qst_005,Luxerion,Suspicious Spheres Quest,Quest,I(key_kyu_pass|1),2
tre_qst_005_2,Luxerion,Suspicious Spheres Quest,Quest,I(key_kyu_pass|1),2
tre_key_l_q006,Luxerion,Born From Chaos Quest,Quest,I(key_behi_tume|1),1
tre_qst_006,Luxerion,Born From Chaos Quest,Quest,I(key_behi_tume|1),1
tre_qst_006_2,Luxerion,Born From Chaos Quest,Quest,I(key_behi_tume|1),1
tre_qst_006_3,Luxerion,Born From Chaos Quest,Quest,I(key_behi_tume|1),1
tre_qst_007,Luxerion,Soul Seeds Quest,Quest,,0
tre_qst_007_2,Luxerion,Soul Seeds Quest,Quest,,0
tre_qst_008,Luxerion,Faster Than Lightning Quest,Quest,,1
tre_qst_008_2,Luxerion,Faster Than Lightning Quest,Quest,,1
tre_qst_009,Luxerion,Treasured Ball Quest,Quest,I(key_ball|1),2
tre_qst_009_2,Luxerion,Treasured Ball Quest,Quest,I(key_ball|1),2
tre_key_l_kimo,Luxerion,Talbot's Gratitude,SideKey,I(key_ball|1),2
tre_qst_010,Luxerion,The Angel's Tears Quest,Quest,,3
tre_qst_010_2,Luxerion,The Angel's Tears Quest,Quest,,3
tre_qst_011,Luxerion,The Saint's Stone Quest,Quest,,2
tre_qst_011_2,Luxerion,The Saint's Stone Quest,Quest,,2
tre_qst_011_3,Luxerion,The Saint's Stone Quest,Quest,,2
tre_key_l_kagi,Luxerion,Aremiah Service Entrance Key,SideKey,,2
tre_qst_012,Luxerion,Whither Faith Quest,Missable|Quest,,0
tre_qst_012_2,Luxerion,Whither Faith Quest,Missable|Quest,,0
tre_qst_013,Luxerion,The Avid Reader Quest,Missable|Quest,,3
tre_qst_013_2,Luxerion,The Avid Reader Quest,Missable|Quest,,3
tre_qst_014,Luxerion,Buried Passion Quest,Quest,I(key_l_pen|1),2
tre_qst_014_2,Luxerion,Buried Passion Quest,Quest,I(key_l_pen|1),2
tre_qst_015,Luxerion,The Girl Who Cried Wolf Quest,Missable|Quest,,3
tre_qst_015_2,Luxerion,The Girl Who Cried Wolf Quest,Missable|Quest,,3
tre_qst_016,Luxerion,Stuck in a Gem Quest,Quest,,2
tre_qst_016_2,Luxerion,Stuck in a Gem Quest,Quest,,2
tre_qst_017,Luxerion,Get the Girl Quest,Quest,,2
tre_qst_017_2,Luxerion,Get the Girl Quest,Quest,,2
tre_qst_019,Luxerion,A Rose By Any Other Name Quest,Quest,I(key_l_hana|1),4
tre_qst_019_2,Luxerion,A Rose By Any Other Name Quest,Quest,I(key_l_hana|1),4
tre_qst_019_3,Luxerion,A Rose By Any Other Name Quest,Quest,I(key_l_hana|1),4
tre_qst_019_4,Luxerion,A Rose By Any Other Name Quest,Quest,I(key_l_hana|1),4
tre_qst_020,Luxerion,Voices from the Grave Quest,Quest,,3
tre_qst_020_2,Luxerion,Voices from the Grave Quest,Quest,,3
tre_qst_091,Luxerion,To Save the Sinless Quest,Missable|Quest,,4
tre_qst_091_2,Luxerion,To Save the Sinless Quest,Missable|Quest,,4
tre_ti840,Luxerion,Replace Chronostasis,EP,,0
tre_wea_oa00,Luxerion,Luxerion Boss Drop,Battle,,7
tre_wea_oa01,Luxerion,Luxerion Boss+ Only Missable Drop,Missable,,8
tre_box_b_004,Wildlands,Moogle Village Moogle Dust Treasure,CoPKey,,2
tre_box_b_005,Wildlands,Research Camp Photo Frame Treasure,CoPKey,,2
tre_box_b_006,Wildlands,Poltae Etro's Forbidden Tome,CoPKey,,2
tre_box_b_007,Wildlands,Eremite Plains Broken Gyroscope Treasure,CoPKey,I(key_w_yasai_t|1),2
tre_box_b_010,Wildlands,Aryas Village Treasure,CoPKey,,0
tre_box_w_000,Wildlands,Jagd Woods Treasure,,I(key_w_yasai_t|1),2
tre_box_w_001,Wildlands,The Grasslands Treasure,,I(key_w_yasai_t|1),2
tre_box_w_002,Wildlands,Poltae Treasure,,I(key_w_yasai_t|1),2
tre_box_w_003,Wildlands,Canopus Farms Treasure,,,0
tre_box_w_004,Wildlands,Rocky Crag Treasure,,I(key_w_yasai_t|1),2
tre_box_w_005,Wildlands,The Grasslands Treasure,,I(key_w_yasai_t|1),2
tre_box_w_006,Wildlands,Aryas Village Treasure,,,0
tre_box_w_007,Wildlands,The Grasslands Treasure,,I(key_w_yasai_t|1),2
tre_box_w_008,Wildlands,Eremite Plains Treasure,,I(key_w_yasai_t|1),2
tre_box_w_009,Wildlands,Eremite Plains Treasure,,I(key_w_yasai_t|1),2
tre_box_w_010,Wildlands,Moogle Village Treasure,,I(key_w_yasai_t|1),2
tre_box_w_011,Wildlands,City of Ruins Treasure,EP,I(key_w_yasai_t|1),2
tre_box_w_012,Wildlands,Rocky Crag Treasure,,I(key_w_yasai_t|1),2
tre_box_w_013,Wildlands,Rocky Crag Treasure,,I(key_w_yasai_t|1),2
tre_box_w_014,Wildlands,Aryas Village Treasure,,I(key_w_yasai_t|1),2
tre_box_w_015,Wildlands,Poltae Treasure,,,0
tre_box_w_016,Wildlands,Eremite Plains Crash Site Fragment,MainKey,I(key_w_yasai_t|1),3
tre_box_w_050,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_051,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_052,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_053,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_054,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_056,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_057,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_058,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_box_w_060,Wildlands,Goddess Temple Treasure,,I(key_w_yasai_t|1),4
tre_key_yasai_t,Wildlands,Dr Gysahl's Gysahl Greens,MainKey,,1
tre_key_s_okuri,Wildlands,Aryas Village Beloved's Gift Treasure,MainKey,,0
tre_w_tane,Wildlands,Sarala Vegatable Seeds,,I(key_w_yasai_t|1),1
tre_qst_021,Wildlands,A Father's Request Quest,Quest,I(key_w_yasai_t|1),1
tre_qst_021_2,Wildlands,A Father's Request Quest,Quest,I(key_w_yasai_t|1),1
tre_qst_022,Wildlands,The Hunter's Challenge Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_022_2,Wildlands,The Hunter's Challenge Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_022_3,Wildlands,The Hunter's Challenge Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_023,Wildlands,A Final Cure Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_023_2,Wildlands,A Final Cure Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_023_3,Wildlands,A Final Cure Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_024,Wildlands,Fuzzy Search Quest,Quest,,0
tre_qst_024_2,Wildlands,Fuzzy Search Quest,Quest,,0
tre_qst_024_3,Wildlands,Fuzzy Search Quest,Quest,,0
tre_qst_025,Wildlands,Round 'em Up Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_025_2,Wildlands,Round 'em Up Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_026,Wildlands,Chocobo Cheer Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_026_2,Wildlands,Chocobo Cheer Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_026_3,Wildlands,Chocobo Cheer Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_027,Wildlands,"Peace and Quiet, Kupo Quest",Quest,,2
tre_qst_027_2,Wildlands,"Peace and Quiet, Kupo Quest",Quest|MainKey,,2
tre_qst_027_3,Wildlands,"Peace and Quiet, Kupo Quest",Quest,,2
tre_qst_028,Wildlands,Saving an Angel Quest,Quest,I(key_w_yasai_t|1),1
tre_qst_028_2,Wildlands,Saving an Angel Quest,Quest,I(key_w_yasai_t|1),1
tre_qst_029,Wildlands,Omega Point Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_data|1)),2
tre_qst_029_2,Wildlands,Omega Point Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_data|1)),2
tre_qst_030,Wildlands,The Old Man and the Field Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_030_2,Wildlands,The Old Man and the Field Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_031,Wildlands,Land of our Forebears Quest,Quest,I(key_w_yasai_t|1),6
tre_qst_031_2,Wildlands,Land of our Forebears Quest,Quest,I(key_w_yasai_t|1),6
tre_qst_032,Wildlands,A Taste of the Past Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_apple|2)),2
tre_qst_032_2,Wildlands,A Taste of the Past Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_apple|2)),2
tre_qst_032_3,Wildlands,A Taste of the Past Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_apple|2)),2
tre_qst_033,Wildlands,"Dog, Doctor and Assistant Quest",Quest,I(key_w_yasai_t|1),3
tre_qst_033_2,Wildlands,"Dog, Doctor and Assistant Quest",Quest,I(key_w_yasai_t|1),3
tre_qst_034,Wildlands,Main Quest 5,Quest,AND(I(key_w_yasai_t|1)|I(key_s_kairaku|1)|I(key_s_hiai|1)|I(key_s_zyouai|1)|I(key_s_kanki|1)|I(key_s_hunnu|1)),7
tre_qst_034_2,Wildlands,Main Quest 5,Quest,AND(I(key_w_yasai_t|1)|I(key_s_kairaku|1)|I(key_s_hiai|1)|I(key_s_zyouai|1)|I(key_s_kanki|1)|I(key_s_hunnu|1)),7
tre_qst_034_3,Wildlands,Main Quest 5,Quest,AND(I(key_w_yasai_t|1)|I(key_s_kairaku|1)|I(key_s_hiai|1)|I(key_s_zyouai|1)|I(key_s_kanki|1)|I(key_s_hunnu|1)),7
tre_qst_035,Wildlands,The Right Stuff Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_035_2,Wildlands,The Right Stuff Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_036,Wildlands,The Secret Lives of Sheep Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_036_2,Wildlands,The Secret Lives of Sheep Quest,Quest,I(key_w_yasai_t|1),3
tre_qst_037,Wildlands,"Where Are You, Moogle? Quest",Quest,,3
tre_qst_037_2,Wildlands,"Where Are You, Moogle? Quest",Quest,,3
tre_qst_037_3,Wildlands,"Where Are You, Moogle? Quest",Quest,,3
tre_qst_038,Wildlands,Mercy of a Goddess Quest,Quest,I(key_w_yasai_t|1),4
tre_qst_038_2,Wildlands,Mercy of a Goddess Quest,Quest,I(key_w_yasai_t|1),4
tre_qst_039,Wildlands,The Grail of Valhalla Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)|I(key_w_buhin1|1)|I(key_w_buhin2|1)|I(key_w_buhin3|1)),4
tre_qst_039_2,Wildlands,The Grail of Valhalla Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)|I(key_w_buhin1|1)|I(key_w_buhin2|1)|I(key_w_buhin3|1)),4
tre_qst_039_3,Wildlands,The Grail of Valhalla Quest,Quest,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)|I(key_w_buhin1|1)|I(key_w_buhin2|1)|I(key_w_buhin3|1)),4
tre_qst_040,Wildlands,To Live in Chaos Quest,Quest,I(key_w_yasai_t|1),5
tre_qst_040_2,Wildlands,To Live in Chaos Quest,Quest,I(key_w_yasai_t|1),5
tre_qst_040_3,Wildlands,To Live in Chaos Quest,Quest,I(key_w_yasai_t|1),5
tre_qst_081,Wildlands,Killing Time Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_081_2,Wildlands,Killing Time Quest,Quest,I(key_w_yasai_t|1),2
tre_qst_082,Wildlands,Matchmaker Quest,Quest,I(key_w_yasai_t|1),4
tre_qst_082_2,Wildlands,Matchmaker Quest,Quest,I(key_w_yasai_t|1),4
tre_qst_083,Wildlands,Mother and Daughter Quest,Quest,I(key_w_yasai_t|1),4
tre_qst_083_2,Wildlands,Mother and Daughter Quest,Quest,I(key_w_yasai_t|1),4
tre_w_tamago,Wildlands,The Secret Lives of Sheep Mystery Egg,,I(key_w_yasai_t|1),3
tre_w_moji1,Wildlands,Goddess Temple Goddess Glyphs,,I(key_w_yasai_t|1),4
tre_w_moji2,Wildlands,Goddess Temple Chaos Glyphs,,I(key_w_yasai_t|1),4
tre_w_buhin1,Wildlands,Poltae Plate Metal Fragment,,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)),4
tre_w_buhin2,Wildlands,Poltae Silvered Metal Fragment,,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)),4
tre_w_buhin3,Wildlands,Poltae Gold Metal Fragment,,AND(I(key_w_yasai_t|1)|I(key_w_moji1|1)|I(key_w_moji2|1)),4
tre_w_data,Wildlands,Research Camp Data Recorder,,I(key_w_yasai_t|1),4
tre_w_apple1,Wildlands,Aryas Village Apple,,I(key_w_yasai_t|1),1
tre_w_apple2,Wildlands,Aryas Village Apple,,I(key_w_yasai_t|1),1
tre_w_apple3,Wildlands,Aryas Village Apple,,I(key_w_yasai_t|1),1
tre_wea_oa02,Wildlands,Wildlands Boss Drop,Battle,I(key_w_yasai_t|1),7
tre_box_b_002,Yusnaan,Reveler's Quarter Lapis Lazuli Treasure,CoPKey,,0
tre_box_b_003,Yusnaan,Industrial Area Power Booster,CoPKey,AND(I(key_y_id|1)|I(key_y_ticket|1)),2
tre_box_b_012,Yusnaan,Tunnel Oath of the Merchants Guild Treasure,CoPKey,,0
tre_box_b_013,Yusnaan,Industrial Area Jade Hair Comb,CoPKey,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)|I(key_y_serap|1)),2
tre_box_b_014,Yusnaan,Industrial Area Bronze Pocket Watch,CoPKey,I(key_y_ticket|1),1
tre_key_b_20,Yusnaan,Chocobo Girl Poster,CoPKey,,0
tre_box_y_000,Yusnaan,Glutton's Quarter Treasure,,,0
tre_box_y_001,Yusnaan,Aromatic Market Treasure,,,0
tre_box_y_002,Yusnaan,Central Ave Treasure,,,0
tre_box_y_003,Yusnaan,Coliseum Square Treasure,,,0
trd_ticket,Yusnaan,Tour Guide Sneaking-In Special Ticket,Trade|MainKey,,2
tre_box_y_004,Yusnaan,Warehouse District Id Card,Trade|MainKey,I(key_y_ticket|1),3
tre_box_y_005,Yusnaan,Coliseum Square (Musical) Treasure,SideKey,I(key_y_kagi1|1),2
tre_box_y_006,Yusnaan,Cactuar Statue (Musical) Treasure,SideKey,I(key_y_kagi1|1),2
tre_box_y_007,Yusnaan,Station (Musical) Treasure,SideKey,I(key_y_kagi1|1),2
tre_box_y_008,Yusnaan,Cactuar Statue Treasure,,,0
tre_box_y_009,Yusnaan,Reveler's Quarter Treasure,,,0
tre_box_y_010,Yusnaan,Augur's Quarter Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)),1
tre_box_y_011,Yusnaan,Patron's Palace Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)),3
tre_box_y_012,Yusnaan,Hawker's Row Treasure,,,0
tre_box_y_013,Yusnaan,Augur's Quarter Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)),0
tre_box_y_015,Yusnaan,Warehouse District Treasure,,I(key_y_ticket|1),0
tre_box_y_017,Yusnaan,Augur's Quarter Treasure,,AND(I(key_y_id|1)|I(key_y_ticket|1)),1
tre_box_y_018,Yusnaan,Supply Line Treasure,,I(key_y_ticket|1),1
tre_box_y_019,Yusnaan,Industrial Area Treasure,,I(key_y_ticket|1),0
tre_box_y_021,Yusnaan,Lower City Treasure,,,0
tre_box_y_022,Yusnaan,Glutton's Quarter Treasure,EP,,5
tre_box_y_024,Yusnaan,Reveler's Quarter Treasure,,,0
tre_box_y_051,Yusnaan,Patron's Palace Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)),3
tre_box_y_052,Yusnaan,Patron's Palace Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)),3
tre_box_y_055,Yusnaan,Patron's Palace Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)),3
tre_box_y_056,Yusnaan,Patron's Palace Treasure,,AND(I(key_y_ticket|1)|I(key_y_id|1)|I(cos_fa00|1)),3
tre_box_y_059,Yusnaan,Slaughterhouse Special Fragment of Courage,MainKey,I(key_w_yasai_t|1),1
tre_col_y_004,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_005,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_006,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_007,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_008,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_009,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_010,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_012,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_013,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_014,Yusnaan,Slaughterhouse,Missable|Quest,,1
tre_col_y_016,Yusnaan,The Fighting Actress Slaughterhouse,,AND(I(key_y_ticket|1)|I(key_y_id|1)),4
tre_col_y_017,Yusnaan,The Fighting Actress Slaughterhouse,,AND(I(key_y_ticket|1)|I(key_y_id|1)),4
tre_col_y_018,Yusnaan,The Fighting Actress Slaughterhouse,,AND(I(key_y_ticket|1)|I(key_y_id|1)),4
